Horse,Wins,Starts,Places,AvgOdds,WinRate
快步向前(K102),0,6,0,118.2,0.0
快樂高球(J222),0,11,7,5.5,0.0
快樂老撾(J115),0,9,3,7.7,0.0
快樂寶寶(J545),0,6,1,92.9,0.0
快樂奇兵(H297),0,14,5,15.0,0.0
快樂之友(K344),0,1,0,70.0,0.0
快又醒(J198),0,1,0,119.0,0.0
志醒大將(K138),0,5,0,133.0,0.0
志滿同行(K056),0,11,2,27.7,0.0
志敏將星(J189),0,5,0,80.0,0.0
志在福星(J369),0,8,1,41.9,0.0
必先生(G288),0,5,0,14.8,0.0
旋風飛颺(J086),0,12,4,9.0,0.0
旅遊高球(H063),0,4,0,19.0,0.0
新躍飛(J128),0,5,0,107.0,0.0
星河勇士(J380),0,6,0,92.5,0.0
星將(K331),0,2,0,7.7,0.0
星光快驅(K215),0,2,0,13.0,0.0
星之願(J480),0,8,1,48.2,0.0
明心知遇(H256),0,3,1,9.5,0.0
明亮天下(J170),0,9,1,27.7,0.0
旺旺神駒(G457),0,4,0,31.9,0.0
旺旺快駒(J119),0,4,2,8.4,0.0
旭日昇(E466),0,5,3,9.0,0.0
日頌月讚(J102),0,6,1,22.2,0.0
日日型(E322),0,4,0,37.8,0.0
日新月著(G109),0,7,0,26.1,0.0
日冲天(K328),0,1,0,24.0,0.0
旗幟鬥士(G452),0,10,0,17.8,0.0
快活英雄(J346),0,9,4,13.0,0.0
快活精神(K326),0,3,3,7.5,0.0
心雄雄(J467),0,10,0,71.5,0.0
心裡有數(K108),0,9,1,21.3,0.0
心福(K050),0,6,0,97.0,0.0
心想事成(G012),0,8,0,36.8,0.0
心之靈(J412),0,1,0,45.0,0.0
德薩斯(J124),0,6,1,47.2,0.0
御皇贊助(K932),0,1,0,34.0,0.0
得勝多(E161),0,2,0,14.5,0.0
後無來者(K049),0,3,0,84.7,0.0
彩虹千里(H124),0,5,0,51.4,0.0
彩虹七色(K145),0,4,3,32.6,0.0
星鑽貴人(K292),0,1,0,70.0,0.0
星運遨翔(J126),0,2,0,70.0,0.0
星運少爵(H459),0,11,1,15.0,0.0
星迷(K905),0,1,0,106.0,0.0
星辰千帥(K325),0,2,1,15.5,0.0
廚師發辦(H416),0,6,0,24.3,0.0
康昌之星(K003),0,5,1,33.9,0.0
幽默大師(K281),0,2,0,109.5,0.0
幻影旋風(J271),0,13,1,102.2,0.0
幸運震撼(J337),0,9,0,15.9,0.0
幸運遇見(H274),0,3,1,8.9,0.0
幸運福星(K073),0,8,0,29.1,0.0
幸運派彩(K313),0,5,0,30.6,0.0
幸運旅程(E385),0,13,3,30.5,0.0
晶晶日上(H089),0,9,4,9.5,0.0
晴王(G380),0,11,0,32.5,0.0
晒冷(K369),0,2,1,9.2,0.0
時間寶(H403),0,14,1,8.7,0.0
時時稱心(H090),0,8,3,14.2,0.0
時時有道(J206),0,2,0,134.5,0.0
時時如意(J204),0,4,0,23.5,0.0
平凡騎士(K161),0,7,1,12.5,0.0
常拼常勇(E306),0,8,2,32.5,0.0
常多笑(J538),0,7,0,146.0,0.0
常嚐發財(K293),0,3,1,3.8,0.0
帥炸(H402),0,9,0,15.3,0.0
有盈勇士(K271),0,5,0,89.8,0.0
有心意(J179),0,14,4,20.8,0.0
會當凌(K122),0,2,0,23.0,0.0
會展二號(H371),0,4,0,38.5,0.0
最好玩(H442),0,4,0,41.5,0.0
最多歡笑(G251),0,6,0,28.1,0.0
暴風一族(K104),0,3,0,176.0,0.0
智開心(J351),0,8,0,106.5,0.0
智多多寶(K387),0,2,0,58.5,0.0
建測羣英(H070),0,15,4,16.6,0.0
建測精英(K198),0,11,0,87.7,0.0
枕頭之星(K207),0,3,0,40.0,0.0
東昇鉞(J264),0,7,0,70.9,0.0
東方魅影(K028),0,8,1,84.6,0.0
東方福寶(K115),0,10,1,80.7,0.0
東方寶寶(J309),0,10,2,45.0,0.0
東來欣賞(J290),0,11,2,10.9,0.0
本領非凡(J137),0,10,2,12.3,0.0
本領輝煌(K062),0,9,6,9.4,0.0
本能(K289),0,6,0,171.7,0.0
朗日自強(J530),0,11,0,74.4,0.0
有誰共鳴(J367),0,3,0,81.7,0.0
有色光輝(K135),0,5,0,49.8,0.0
幸運愉快(K064),0,3,0,20.2,0.0
幸運夥伴(J512),0,8,0,101.6,0.0
幸運傳承(J338),0,12,0,21.1,0.0
年少多好(J082),0,14,7,11.6,0.0
巴基之友(B370),0,2,1,6.0,0.0
己多福(J201),0,1,0,138.0,0.0
工程小子(K244),0,4,0,109.2,0.0
川河動駒(H456),0,8,2,7.5,0.0
展雄威(J405),0,10,4,14.3,0.0
森洺之巔(K430),0,1,0,82.0,0.0
森林之王(K265),0,2,0,120.0,0.0
棒棒糖(J503),0,4,0,37.7,0.0
桃花雲(H139),0,9,0,48.8,0.0
桃花開(J301),0,6,1,8.4,0.0
桃花多(E488),0,11,1,22.5,0.0
柏林探戈(E120),0,1,0,12.0,0.0
果然得(J035),0,5,2,9.2,0.0
果然僥倖(H252),0,4,0,11.0,0.0
林寶精神(K305),0,5,1,21.6,0.0
林家山神(K424),0,1,0,74.0,0.0
樂矚心機(J453),0,9,0,127.3,0.0
樂威煌(J289),0,4,0,75.0,0.0
樂天派(E166),0,6,2,22.6,0.0
樂勝天下(J540),0,12,6,15.7,0.0
榮駿大道(K474),0,1,0,43.0,0.0
榮闖大道(H327),0,1,0,36.0,0.0
榮進劍豪(K936),0,1,0,73.0,0.0
榮耀盛甲(K290),0,2,0,173.0,0.0
榮利雙收(K382),0,6,0,72.5,0.0
極靈(J425),0,5,0,203.6,0.0
極速奇兵(H346),0,8,1,30.2,0.0
極炸(K224),0,1,0,55.0,0.0
極光彗星(H391),0,3,2,5.6,0.0
帝豪勝駒(K214),0,5,0,96.4,0.0
巴閉哥(G335),0,12,1,37.3,0.0
巴閉佬(K323),0,1,0,54.0,0.0
步風雷(J452),0,10,3,54.9,0.0
步大威猛(G346),0,4,1,7.0,0.0
正極(K367),0,2,0,47.0,0.0
歡笑福星(H428),0,2,0,43.5,0.0
歡樂飛駒(J496),0,7,1,28.7,0.0
歡樂至寶(H198),0,1,0,28.0,0.0
歡喜福星(G354),0,11,4,12.1,0.0
歐洲傳奇(H153),0,7,0,25.5,0.0
歌舞團(J434),0,10,0,83.0,0.0
歌利巨人(K920),0,1,0,6.1,0.0
欣樂人生(H426),0,9,2,9.3,0.0
欣感(H443),0,6,0,92.8,0.0
橡木城(K928),0,1,1,3.2,0.0
機緣醉夢(J054),0,3,0,13.7,0.0
機械大師(J107),0,1,0,17.0,0.0
樂觀派(K930),0,1,0,5.6,0.0
展翼遨飛(K919),0,1,0,60.0,0.0
小神仙(H206),0,9,0,36.3,0.0
小皇爺(J546),0,7,1,15.6,0.0
小小吾駒(H406),0,2,0,10.6,0.0
小刺蛋(G458),0,8,0,38.8,0.0
對衡之星(E082),0,5,0,44.8,0.0
尊登(K262),0,5,0,117.4,0.0
專家(J028),0,8,1,33.9,0.0
將義(J446),0,13,3,22.8,0.0
寶麗生輝(E323),0,8,1,23.6,0.0
寶賢得得(E430),0,3,0,74.3,0.0
江南盛(H326),0,11,0,38.6,0.0
永遠美麗(H008),0,10,1,28.8,0.0
水龍頭(J096),0,8,1,22.2,0.0
歷險大將(J344),0,6,0,89.7,0.0
武林至尊(H027),0,13,1,29.8,0.0
富裕君子(H447),0,9,2,27.7,0.0
富存曲奇(J032),0,1,0,198.0,0.0
富存寶馬(J234),0,4,0,61.8,0.0
宸居武士(J505),0,8,0,107.8,0.0
家樂飛駒(D267),0,2,0,15.5,0.0
海綿寶寶(H350),0,1,0,291.0,0.0
海綠寶(J518),0,2,1,10.2,0.0
海洋帝君(K230),0,7,0,148.0,0.0
浪漫戰神(K012),0,4,1,19.2,0.0
浪漫喜宴(K372),0,2,0,75.0,0.0
浪接浪(K927),0,1,0,32.0,0.0
活力精神(K039),0,1,0,17.0,0.0
洪運派彩(G414),0,2,1,13.0,0.0
洛河(J308),0,10,3,22.8,0.0
波爾多(E273),0,13,0,13.0,0.0
沙井之友(K202),0,1,0,25.0,0.0
滿洛城(K374),0,1,0,56.0,0.0
滿歡笑(G461),0,6,0,53.3,0.0
滿好世界(H352),0,3,1,9.3,0.0
滿多福(H251),0,2,0,31.6,0.0
準輝煌(J273),0,12,8,5.8,0.0
源好運(K389),0,1,0,3.3,0.0
港邊小區(K902),0,1,0,61.0,0.0
港林福將(H192),0,10,3,13.6,0.0
渡月橋(K334),0,2,1,2.0,0.0
清雲龍駒(K160),0,6,0,52.2,0.0
清遠之星(J350),0,6,0,65.5,0.0
寰宇豐采(H362),0,6,3,10.0,0.0
實在美麗(K066),0,5,0,105.6,0.0
實力派(E447),0,11,3,21.5,0.0
實力加(K058),0,6,1,51.8,0.0
富貴駒(J191),0,8,0,118.8,0.0
客家之光(J105),0,15,5,8.5,0.0
宜春火力(G237),0,5,1,36.8,0.0
官金騏(K485),0,1,1,4.7,0.0
宏才(G408),0,8,2,18.6,0.0
完美演繹(J409),0,11,0,59.6,0.0
安遇(G236),0,10,0,53.2,0.0
安熠(J196),0,3,0,115.0,0.0
安康萬里(J158),0,13,4,13.4,0.0
宇宙之光(J379),0,5,0,135.2,0.0
宇上龍騰(J492),0,6,0,67.2,0.0
火金鷹(J342),0,5,0,129.8,0.0
濠城(K906),0,1,0,76.0,0.0
激光諜影(K242),0,2,1,2.3,0.0
澳嘉輝(K232),0,2,0,103.0,0.0
滿載歸來(H083),0,6,1,17.1,0.0
滿足(K918),0,1,0,67.0,0.0
牽旺寶寶(J109),0,3,0,10.1,0.0
特別美麗(H123),0,11,1,12.2,0.0
牛精豪情(K181),0,3,0,69.3,0.0
爵登(H266),0,4,0,19.9,0.0
爭金奪冠(J138),0,14,4,14.8,0.0
爆熱(G368),0,17,3,13.3,0.0
爆得美麗(K368),0,2,1,52.5,0.0
爆出美麗(K155),0,10,1,24.7,0.0
燊榮之星(G071),0,11,0,28.5,0.0
燈胆皇(J241),0,10,0,36.5,0.0
熱氣球(K144),0,1,0,13.0,0.0
熊噹噹(H002),0,8,1,43.5,0.0
無限勝利(K060),0,1,0,108.0,0.0
無極勇將(J169),0,12,2,21.6,0.0
無敵精英(G129),0,10,2,11.4,0.0
無敵星(J199),0,2,0,30.5,0.0
威武覺醒(G165),0,2,0,28.0,0.0
威武良駒(H434),0,5,0,17.1,0.0
威武寶寶(H105),0,4,1,6.8,0.0
威武勇駒(E480),0,1,0,81.0,0.0
威德勇士(J385),0,7,0,164.9,0.0
威力非凡(K152),0,2,0,75.0,0.0
威力奔騰(G045),0,7,0,73.9,0.0
威力勇驥(J057),0,7,2,23.0,0.0
妙芳華(J145),0,6,0,27.2,0.0
妙算高歌(H444),0,1,0,5.7,0.0
獵狐者勁(J044),0,5,0,64.6,0.0
獵寶勤(J304),0,15,6,10.8,0.0
獨步天下(H319),0,7,0,46.0,0.0
獎金大少(H259),0,1,0,6.3,0.0
猛將兄(K089),0,8,1,44.8,0.0
狼來了(K353),0,1,0,36.0,0.0
皇仁福星(H128),0,12,5,10.2,0.0
皆益善(H417),0,2,0,23.5,0.0
百威多贏(K261),0,4,0,46.2,0.0
白鷺金剛(K296),0,2,2,4.9,0.0
發財鴻星(J210),0,8,0,17.6,0.0
發財先鋒(G171),0,11,0,38.3,0.0
發光發亮(H385),0,8,1,83.8,0.0
當年情(G371),0,11,2,51.3,0.0
當家精神(D489),0,8,0,31.0,0.0
當家精彩(K322),0,2,0,17.5,0.0
甜蝦女(K149),0,3,0,134.7,0.0
瑪納霏(K075),0,1,0,25.0,0.0
瑞祺威楓(K009),0,6,1,75.0,0.0
球皇(J551),0,8,0,109.5,0.0
玫瑰寶(J297),0,2,0,152.5,0.0
嫡愛好(J550),0,8,2,12.5,0.0
妙算奇勝(J377),0,6,2,9.4,0.0
如蝶翩翩(K278),0,2,0,8.3,0.0
好運年(K443),0,1,0,87.0,0.0
好瑪威威(J254),0,14,0,30.8,0.0
好實力(K381),0,2,0,140.0,0.0
好如意(H299),0,2,0,16.0,0.0
好好飛(K311),0,3,0,123.7,0.0
好好紛(J214),0,11,2,17.2,0.0
好好心得(D433),0,5,0,22.8,0.0
好天朗(K909),0,1,0,16.0,0.0
好多利高(K268),0,5,0,19.3,0.0
好友心得(H303),0,11,3,25.1,0.0
皇金合(K099),0,6,0,73.0,0.0
皇者有利(J539),0,6,1,75.3,0.0
皇帝英豪(J247),0,4,0,73.2,0.0
皇寶駒(K243),0,2,0,99.5,0.0
奇異歡星(K255),0,5,0,75.2,0.0
奇異果(K285),0,4,0,33.5,0.0
奇力駒(K914),0,2,1,65.5,0.0
太陽高高(H390),0,8,0,40.1,0.0
太陽昇(J134),0,9,1,55.2,0.0
太陽拍檔(E364),0,1,0,26.0,0.0
太行美景(J314),0,9,0,42.4,0.0
太勝駒(K124),0,5,0,113.2,0.0
真感(E209),0,3,0,22.7,0.0
真強人(K001),0,1,0,177.0,0.0
真好運(J025),0,6,0,14.8,0.0
相映紅(J426),0,5,2,11.9,0.0
盧森堡(J813),0,1,0,6.2,0.0
盛載富祿(K069),0,5,0,145.0,0.0
盛勢威楓(K111),0,5,0,49.9,0.0
盈利寶馬(J326),0,5,0,96.0,0.0
神虎龍駒(H164),0,12,2,43.8,0.0
神虎金剛(J064),0,4,0,87.0,0.0
神舟彎月(K119),0,6,0,67.5,0.0
神異金剛(K109),0,3,0,99.7,0.0
神燦金剛(K259),0,5,0,59.2,0.0
神志勇進(J808),0,1,1,4.6,0.0
神來之筆(J036),0,1,0,165.0,0.0
確好勁(K199),0,5,0,129.2,0.0
碧海藍天(H357),0,11,0,33.3,0.0
砂漿金剛(G328),0,13,3,16.6,0.0
知道穩勝(K406),0,3,0,44.3,0.0
知恩圖報(K166),0,1,0,116.0,0.0
着着領先(G304),0,9,0,22.5,0.0
眼健康(K455),0,1,0,83.0,0.0
奮鬥心(J267),0,16,3,30.9,0.0
奪金精靈(J073),0,3,0,64.7,0.0
天福(K167),0,1,0,20.0,0.0
天火同心(J259),0,8,0,48.1,0.0
天火同德(J441),0,6,0,92.2,0.0
天火同人(E175),0,11,1,40.0,0.0
天比高(K339),0,2,0,61.5,0.0
天德神影(K147),0,1,0,70.0,0.0
天天更好(K277),0,4,0,9.4,0.0
科創世紀(K113),0,5,0,13.9,0.0
禾道威(J463),0,5,1,14.0,0.0
福祐神州(J292),0,5,1,84.6,0.0
福星小子(K434),0,3,0,35.7,0.0
福國寶(G315),0,8,0,56.2,0.0
祥龍駒(J456),0,12,2,16.1,0.0
祥勝將軍(J509),0,11,1,86.2,0.0
神速馬車(H193),0,9,2,14.4,0.0
神行百變(H102),0,4,0,36.0,0.0
天使之聲(J336),0,1,0,24.0,0.0
大至尊(J208),0,2,0,3.6,0.0
大紅袍(E445),0,7,0,33.0,0.0
大眾經典(J407),0,6,0,39.3,0.0
大眾快駒(K140),0,3,0,51.5,0.0
大登殿(G172),0,4,1,21.8,0.0
大浪園田(K209),0,5,0,68.4,0.0
大數據(H230),0,3,0,31.7,0.0
競駿飛翔(J291),0,3,0,36.3,0.0
競駿良駒(K178),0,1,0,65.0,0.0
競駿奔騰(K029),0,2,0,31.5,0.0
競駿勇士(K464),0,2,0,29.0,0.0
競駿傳奇(K465),0,1,0,119.0,0.0
穿甲鷹(G093),0,2,0,18.5,0.0
天行健(E414),0,4,1,29.5,0.0
天蓬貓(K280),0,3,1,23.6,0.0
大才(G192),0,7,2,43.6,0.0
大快步(K194),0,2,0,89.0,0.0
大師爺(K034),0,5,0,156.4,0.0
大回報(K192),0,5,0,161.0,0.0
大千雄心(K398),0,2,0,11.0,0.0
大千絕塵(K051),0,5,0,33.6,0.0
大勢至富(G060),0,2,1,5.4,0.0
夢照發(H168),0,6,1,18.3,0.0
夢幻駿駒(J144),0,15,5,10.9,0.0
精算謀略(H237),0,13,1,22.5,0.0
精明勇駿(G031),0,5,1,22.8,0.0
精彩福星(K408),0,3,1,17.3,0.0
精彩勇士(D387),0,8,1,25.8,0.0
籐王駒(K143),0,4,0,111.2,0.0
天天友福(K302),0,3,0,33.3,0.0
天分高(H046),0,10,5,8.5,0.0
多多勇駒(G144),0,6,0,44.3,0.0
多利神駒(G292),0,11,2,24.4,0.0
多利彩駒(J140),0,9,3,12.6,0.0
壯志凌雲(J249),0,11,1,43.9,0.0
士登(K358),0,3,0,102.0,0.0
增有(G173),0,10,2,52.6,0.0
增旺(K148),0,1,1,133.0,0.0
增勁(J190),0,1,0,221.0,0.0
堅多福(K306),0,8,0,100.7,0.0
城中勇士(H430),0,12,5,9.6,0.0
紅錢到(J116),0,2,2,5.6,0.0
紅運掌聲(J017),0,3,0,85.7,0.0
紅衣財神(K423),0,1,0,12.0,0.0
紅旺繽紛(J255),0,8,0,56.7,0.0
精英至尊(H133),0,10,1,17.1,0.0
精英勇士(J306),0,4,0,21.8,0.0
綫路通明(H479),0,2,0,27.0,0.0
綫路萬里(H475),0,8,2,17.0,0.0
綠色巨人(K095),0,8,0,16.2,0.0
綠色好運(J083),0,3,0,26.7,0.0
綠色好景(J432),0,9,2,36.2,0.0
綠色好威(J248),0,6,0,29.7,0.0
綠水青山(J475),0,6,0,100.0,0.0
綠族豐收(J229),0,3,0,18.7,0.0
綠族無限(H338),0,6,0,39.8,0.0
綠族晴朗(K036),0,4,0,142.0,0.0
綠族威(H306),0,7,3,4.6,0.0
綠族光芒(H328),0,5,0,11.5,0.0
經典時代(J440),0,5,1,7.6,0.0
絲路之光(J361),0,1,0,69.0,0.0
多彩多姿(J312),0,12,4,13.4,0.0
多巴先生(G103),0,12,0,39.5,0.0
地神力(K931),0,1,0,47.0,0.0
團結戰靈(K132),0,6,0,101.8,0.0
團結勇士(K340),0,5,2,23.4,0.0
國士無雙(G006),0,3,0,42.0,0.0
四喜鳥(H181),0,4,0,9.0,0.0
嘉應駿昇(K247),0,3,1,5.2,0.0
嘉應獎昇(H287),0,5,0,15.8,0.0
嘉應威風(H169),0,12,1,26.4,0.0
美麗一定(J483),0,1,0,35.0,0.0
美神來(J174),0,13,1,23.2,0.0
美周郎(K337),0,1,0,20.0,0.0
縱橫萬里(H264),0,5,0,26.7,0.0
縱橫大進(H072),0,3,0,44.3,0.0
緊張大師(E421),0,1,0,12.0,0.0
綻放的心(K055),0,7,0,100.6,0.0
維港智能(G404),0,6,0,52.2,0.0
嘉應光彩(K134),0,4,0,5.0,0.0
嘉應傳承(J075),0,5,1,40.8,0.0
嘉寶神駒(H329),0,2,0,8.0,0.0
嘉力寶(K137),0,5,0,91.6,0.0
喜駿銀星(K221),0,1,0,100.0,0.0
喜駿之星(D033),0,5,0,18.7,0.0
喜馬(K347),0,1,0,206.0,0.0
喜行(K399),0,2,0,100.5,0.0
喜智駒(J372),0,3,0,101.3,0.0
翹峯(H441),0,7,1,35.6,0.0
翠湖烈風(J288),0,10,2,13.0,0.0
翠兒威威(K084),0,12,1,45.1,0.0
美麗邂逅(E459),0,15,4,18.7,0.0
美麗歡聲(H066),0,13,4,15.2,0.0
美麗在線(G057),0,13,1,32.3,0.0
美麗喜悅(J419),0,1,0,47.0,0.0
問鼎巔峰(K044),0,1,0,35.0,0.0
哪吒(K494),0,2,0,72.0,0.0
哥倫布(K355),0,1,0,15.0,0.0
品德寶寶(J465),0,8,0,45.5,0.0
君達得(H392),0,5,1,17.1,0.0
自動自覺(K080),0,8,1,42.5,0.0
背背龍(H374),0,8,1,28.1,0.0
肯搏(J148),0,2,0,177.0,0.0
肯佩斯(J265),0,5,0,33.8,0.0
聰明導彈(C037),0,7,2,9.3,0.0
聯歡兒(H423),0,5,0,39.3,0.0
聚風雲(G128),0,11,1,19.5,0.0
聖托里尼(J076),0,10,0,50.5,0.0
耀昌勝世(J529),0,9,0,117.0,0.0
翼羽陽明(K303),0,2,0,123.0,0.0
嘉應喝彩(H369),0,4,0,7.8,0.0
同得威(J019),0,9,0,55.4,0.0
同寶寶(H386),0,10,3,11.2,0.0
同喜(J403),0,12,1,24.5,0.0
吉祥寶(J376),0,8,0,157.8,0.0
合金皇(D287),0,9,1,40.9,0.0
至高心得(J395),0,6,1,96.2,0.0
至臻完美(K273),0,2,0,89.5,0.0
至合拍(J253),0,3,1,8.2,0.0
自由島(K917),0,2,1,7.6,0.0
自由奔騰(J163),0,9,0,70.0,0.0
自然動力(K256),0,1,0,185.0,0.0
自然力量(C461),0,5,0,58.4,0.0
自己話事(H446),0,8,1,60.0,0.0
喜旺駒(G110),0,12,1,10.9,0.0
喜悅一生(G072),0,15,3,16.1,0.0
喆喆友福(J345),0,10,3,42.5,0.0
華夏俊馬(K433),0,3,1,8.6,0.0
草如茵(K926),0,1,0,20.0,0.0
英雄豪邁(G394),0,12,5,12.8,0.0
英雄本色(J112),0,15,0,103.1,0.0
英雄戰士(J006),0,2,0,144.5,0.0
英勇名駒(K042),0,3,0,74.3,0.0
花香月明(K276),0,3,0,24.3,0.0
花果猴王(H455),0,7,0,23.7,0.0
花好月盈(H317),0,7,2,10.6,0.0
艾彼奧(K193),0,9,0,83.2,0.0
色種笑(H143),0,2,0,26.0,0.0
良田福星(J154),0,3,0,82.0,0.0
名俠(K934),0,1,0,175.0,0.0
同益善(K254),0,5,0,104.8,0.0
同心(K253),0,2,0,65.5,0.0
同得寶(H365),0,3,0,85.3,0.0
西坎德爾(K063),0,3,0,140.7,0.0
裕達寶駒(J211),0,9,0,120.2,0.0
衝上雲霄(J173),0,4,3,8.5,0.0
螢影飛馳(K228),0,5,0,36.2,0.0
蜜蜜送(J502),0,6,2,39.2,0.0
藍爵爺(J448),0,8,1,30.8,0.0
葳莉非凡(K297),0,4,1,5.8,0.0
萬里飛至(E204),0,6,0,25.1,0.0
萬里雲(K279),0,1,0,24.0,0.0
萬眾開心(H208),0,12,2,18.4,0.0
萬事靚(H148),0,11,1,49.7,0.0
萬事掂(J548),0,5,0,136.6,0.0
萬事快(G416),0,5,0,20.2,0.0
萬事得意(K171),0,6,0,63.7,0.0
華麗活力(G051),0,6,1,13.8,0.0
華美之威(J193),0,12,2,24.5,0.0
可靠大師(K283),0,5,2,5.0,0.0
可期而遇(J477),0,5,1,15.1,0.0
古惑大師(J541),0,3,0,45.0,0.0
友運行(K139),0,5,0,107.0,0.0
友誼至佳(E208),0,6,0,44.2,0.0
友誼喜悅(H295),0,7,1,10.0,0.0
友盈勇者(J382),0,11,0,98.8,0.0
友得盈(K106),0,7,0,15.6,0.0
占士德(J007),0,4,2,31.8,0.0
譽友駿駒(K022),0,5,0,26.1,0.0
謙謙君子(G352),0,12,4,12.2,0.0
誠好運(H477),0,9,0,39.3,0.0
解碼(K359),0,1,0,8.1,0.0
觔斗雲(E249),0,9,1,45.8,0.0
觀萬物(K101),0,7,0,36.4,0.0
觀眾之力(K107),0,4,0,46.0,0.0
赤壁(K092),0,2,0,144.5,0.0
赤兔猴王(H188),0,7,2,14.5,0.0
贏得爽(K211),0,4,0,45.8,0.0
贏家(K929),0,1,0,13.0,0.0
質數(J352),0,13,0,59.0,0.0
賢者無敵(H301),0,11,1,60.9,0.0
賢者威楓(K040),0,2,1,11.6,0.0
賢德之君(K903),0,2,0,74.0,0.0
賞豐泰(H331),0,10,0,44.4,0.0
財駿(E282),0,5,0,39.8,0.0
貓山王(K068),0,7,0,71.0,0.0
豬膶燒賣(K179),0,2,0,110.5,0.0
豐盛(J399),0,8,2,11.4,0.0
讓愛高飛(E413),0,9,0,20.2,0.0
譽滿杜拜(G809),0,2,1,8.0,0.0
叻叻熊(J313),0,3,0,26.0,0.0
博學多財(J167),0,3,0,61.7,0.0
南莊堡(K015),0,8,0,53.1,0.0
午夜快車(J510),0,7,0,53.0,0.0
千里如飛(J221),0,9,0,66.1,0.0
千杯不醉(K365),0,2,0,37.0,0.0
千杯(J482),0,3,0,47.7,0.0
十力(K200),0,8,0,86.6,0.0
十八掌門(J104),0,4,1,9.6,0.0
十八掌(H033),0,1,0,35.0,0.0
超寫意(K469),0,1,0,7.5,0.0
超威力(H039),0,2,0,6.0,0.0
超勝無敵(K386),0,1,0,41.0,0.0
超勁赤兔(K312),0,3,0,28.3,0.0
超勁寶寶(G364),0,9,1,12.8,0.0
起舞奜奜(K405),0,2,0,64.0,0.0
赤霞(K267),0,8,0,156.4,0.0
越駿開心(J117),0,4,0,67.2,0.0
越駿知己(G033),0,11,2,21.2,0.0
越駿歡欣(G446),0,10,3,27.7,0.0
超音速(J192),0,1,0,22.0,0.0
超開心(K260),0,7,0,55.0,0.0
超越夢想(K046),0,7,1,31.6,0.0
超級龍珠(G450),0,6,0,117.3,0.0
超級精英(J121),0,1,0,107.0,0.0
超步速(K349),0,2,0,140.0,0.0
超悅明駒(G003),0,8,1,7.8,0.0
超平凡(J387),0,4,0,19.6,0.0
包裝旋風(H137),0,12,0,29.3,0.0
包裝必勝(G161),0,5,0,57.8,0.0
勤德俱備(J388),0,7,1,13.1,0.0
勝神威(H055),0,8,1,15.5,0.0
勝得福(J250),0,11,3,44.3,0.0
勇進齊心(G030),0,5,0,51.4,0.0
勇者無敵(K217),0,1,0,15.0,0.0
勇狐隊(K916),0,1,0,114.0,0.0
勇晉當銳(H425),0,8,0,24.4,0.0
勇敢歡欣(J307),0,6,0,62.5,0.0
勇取神駒(K078),0,2,0,180.0,0.0
勇創派對(E368),0,3,0,48.7,0.0
勇冠皇子(H268),0,4,0,54.8,0.0
迎樂(H149),0,4,0,15.2,0.0
迅意(K250),0,3,0,39.3,0.0
辣得準(J520),0,2,0,53.5,0.0
辣得凌厲(H463),0,7,0,40.3,0.0
輕鬆大少(J319),0,7,0,114.1,0.0
躡景追飛(E478),0,11,0,32.9,0.0
路路勁(K315),0,3,1,23.4,0.0
跑得好快(J020),0,7,1,14.4,0.0
加飯(H271),0,4,0,13.8,0.0
加非凡(H147),0,11,3,19.1,0.0
加州陽光(J129),0,3,0,84.7,0.0
加州熱浪(K477),0,1,0,105.0,0.0
運籌帷幄(K090),0,6,0,103.8,0.0
進優自在(D258),0,12,4,8.6,0.0
進傲星(J340),0,6,0,48.0,0.0
連連歡呼(G195),0,20,8,7.0,0.0
連連勝利(H097),0,11,2,8.8,0.0
連捷(J177),0,4,0,41.2,0.0
逐夢年代(G241),0,2,0,43.5,0.0
逍遙騎士(K370),0,2,0,70.6,0.0
逍遙人生(J427),0,5,0,29.2,0.0
勝在有型(K241),0,4,0,127.8,0.0
勝利神駒(G401),0,5,0,13.1,0.0
勝利同盟(G298),0,2,1,11.5,0.0
里見夢境(K907),0,2,2,15.0,0.0
醒嘉輝(K100),0,1,0,54.0,0.0
酷霸王(H460),0,13,4,12.1,0.0
部族高手(K307),0,3,0,62.3,0.0
郎善好施(H462),0,3,2,4.7,0.0
郎中物(J334),0,3,0,131.3,0.0
遠觀天象(K910),0,1,0,10.0,0.0
過關大獅(K023),0,1,0,37.0,0.0
過關勇士(K429),0,3,1,31.0,0.0
勁騷(K047),0,6,0,125.3,0.0
勁進駒(J384),0,11,2,20.1,0.0
勁者(J523),0,10,4,11.0,0.0
勁爽(J003),0,8,0,54.9,0.0
勁沙塵(J514),0,9,4,22.7,0.0
勁步速(K351),0,6,0,84.2,0.0
勁勇皇駒(K157),0,3,0,65.5,0.0
加州星皓(J132),0,4,1,55.2,0.0
加州星球(E314),0,7,1,21.6,0.0
加州德至(J051),0,3,0,12.4,0.0
加州勇勝(K364),0,4,0,13.3,0.0
加州偟者(H258),0,5,0,48.0,0.0
加州代表(H404),0,11,1,40.8,0.0
功名顯赫(K133),0,2,0,32.0,0.0
劍無情(J535),0,12,0,85.8,0.0
劍無名(J547),0,8,1,11.2,0.0
劍山鋒(H397),0,5,0,40.4,0.0
創科群英(K319),0,2,0,83.5,0.0
金將(J410),0,2,0,60.5,0.0
金多囍(K272),0,5,0,30.2,0.0
