HorseID,Horse,RunStyle,Wins,Starts,Places,AvgOdds,WinRate,PlaceRate
J079,爆笑(J079),Frontrunner,1,6,4,9.53,16.67,66.67
J093,有派頭(J093),Midpack,1,6,2,10.13,16.67,33.33
J123,加州星馳(J123),Closer,1,6,1,48.67,16.67,16.67
J152,旋風傳奇(J152),Closer,1,6,1,28.5,16.67,16.67
J157,熾烈神駒(J157),Midpack,1,6,3,8.47,16.67,50.0
J219,飲杯(J219),Frontrunner,1,6,4,7.38,16.67,66.67
J233,魯班精神(J233),Frontrunner,1,6,2,6.9,16.67,33.33
J300,盈妍威楓(J300),Frontrunner,1,6,4,11.82,16.67,66.67
J343,錶之星河(J343),Closer,1,6,2,11.87,16.67,33.33
J365,贏得自然(J365),Frontrunner,1,6,1,20.28,16.67,16.67
J393,維港激流(J393),Closer,1,6,3,16.73,16.67,50.0
J401,競駿非凡(J401),Midpack,1,6,1,12.62,16.67,16.67
J423,瑤瑤日上(J423),Midpack,1,6,2,33.8,16.67,33.33
J439,嘉應駿馬(J439),Frontrunner,1,6,3,8.45,16.67,50.0
J487,喵喵怪(J487),Midpack,1,6,2,11.17,16.67,33.33
J533,開心宇宙(J533),Midpack,1,6,3,35.75,16.67,50.0
K006,醒目先駒(K006),Closer,1,6,2,34.33,16.67,33.33
K010,連連幸運(K010),Midpack,1,6,3,7.8,16.67,50.0
K014,玩笑(K014),Closer,1,6,3,9.92,16.67,50.0
K037,時時精準(K037),Frontrunner,1,6,3,12.75,16.67,50.0
K054,滿心星(K054),Frontrunner,1,6,5,22.87,16.67,83.33
K156,奔放(K156),Frontrunner,1,6,3,12.42,16.67,50.0
K264,廚神(K264),Midpack,1,6,2,22.7,16.67,33.33
B456,醒目勇駒(B456),Closer,0,6,0,33.58,0.0,0.0
C037,聰明導彈(C037),Closer,0,6,2,10.0,0.0,33.33
D241,香港精神(D241),Midpack,0,6,1,16.83,0.0,16.67
E234,拍馬難追(E234),Midpack,0,6,1,61.88,0.0,16.67
E314,加州星球(E314),Frontrunner,0,6,1,23.57,0.0,16.67
E434,快搏(E434),Midpack,0,6,1,24.57,0.0,16.67
E472,久久為攻(E472),Frontrunner,0,6,2,24.83,0.0,33.33
E478,躡景追飛(E478),Midpack,0,6,0,18.0,0.0,0.0
E494,飛騰騅(E494),Frontrunner,0,6,1,14.1,0.0,16.67
G057,美麗在線(G057),Midpack,0,6,0,26.2,0.0,0.0
G072,喜悅一生(G072),Closer,0,6,1,18.37,0.0,16.67
G078,綫路神驊(G078),Frontrunner,0,6,2,9.3,0.0,33.33
G112,金發銀發(G112),Closer,0,6,0,41.83,0.0,0.0
G115,木火兄弟(G115),Frontrunner,0,6,1,23.95,0.0,16.67
G128,聚風雲(G128),Closer,0,6,1,18.5,0.0,16.67
G150,都靈勇士(G150),Midpack,0,6,0,26.83,0.0,0.0
G251,最多歡笑(G251),Closer,0,6,0,28.12,0.0,0.0
G258,電氣騎士(G258),Midpack,0,6,0,111.33,0.0,0.0
G264,皇帝英明(G264),Midpack,0,6,1,24.23,0.0,16.67
G286,錶之五知(G286),Closer,0,6,0,46.83,0.0,0.0
G352,謙謙君子(G352),Closer,0,6,1,14.17,0.0,16.67
G360,陽明天空(G360),Closer,0,6,0,56.38,0.0,0.0
G365,舞林密碼(G365),Closer,0,6,2,22.17,0.0,33.33
G389,俏郎中(G389),Frontrunner,0,6,2,15.9,0.0,33.33
G394,英雄豪邁(G394),Closer,0,6,4,17.27,0.0,66.67
G394,英雄豪邁(G394),Midpack,0,6,1,8.32,0.0,16.67
G402,中華英雄(G402),Closer,0,6,1,34.83,0.0,16.67
G446,越駿歡欣(G446),Midpack,0,6,1,29.07,0.0,16.67
G450,超級龍珠(G450),Closer,0,6,0,117.33,0.0,0.0
G471,勇威神駒(G471),Closer,0,6,2,29.92,0.0,33.33
H002,熊噹噹(H002),Closer,0,6,1,46.83,0.0,16.67
H008,永遠美麗(H008),Frontrunner,0,6,0,11.9,0.0,0.0
H059,正氣青驅(H059),Midpack,0,6,3,14.43,0.0,50.0
H065,三代同心(H065),Closer,0,6,2,11.62,0.0,33.33
H083,滿載歸來(H083),Closer,0,6,1,17.1,0.0,16.67
H089,晶晶日上(H089),Midpack,0,6,3,10.68,0.0,50.0
H090,時時稱心(H090),Closer,0,6,2,12.2,0.0,33.33
H097,連連勝利(H097),Frontrunner,0,6,2,9.5,0.0,33.33
H115,紅運帝王(H115),Midpack,0,6,1,46.28,0.0,16.67
H120,精彩動力(H120),Closer,0,6,2,19.17,0.0,33.33
H122,飛輪步(H122),Midpack,0,6,0,31.33,0.0,0.0
H128,皇仁福星(H128),Frontrunner,0,6,3,10.45,0.0,50.0
H128,皇仁福星(H128),Midpack,0,6,2,10.05,0.0,33.33
H135,競駿光輝(H135),Midpack,0,6,0,37.83,0.0,0.0
H151,電子宇宙(H151),Frontrunner,0,6,0,49.5,0.0,0.0
H164,神虎龍駒(H164),Closer,0,6,0,60.67,0.0,0.0
H165,都靈福星(H165),Closer,0,6,0,25.4,0.0,0.0
H175,潮州精神(H175),Closer,0,6,1,16.17,0.0,16.67
H200,全城帶勝(H200),Closer,0,6,0,37.67,0.0,0.0
H203,添開心(H203),Closer,0,6,1,7.27,0.0,16.67
H207,紅海勁(H207),Closer,0,6,2,14.23,0.0,33.33
H215,喜蓮勇感(H215),Midpack,0,6,3,16.17,0.0,50.0
H219,快路(H219),Closer,0,6,2,18.57,0.0,33.33
H265,博望坡(H265),Midpack,0,6,0,14.78,0.0,0.0
H277,新幹線(H277),Closer,0,6,1,29.17,0.0,16.67
H295,友誼喜悅(H295),Closer,0,6,1,9.18,0.0,16.67
H303,好友心得(H303),Midpack,0,6,1,30.12,0.0,16.67
H306,綠族威(H306),Frontrunner,0,6,3,4.55,0.0,50.0
H339,瀧澤飛駒(H339),Frontrunner,0,6,0,15.25,0.0,0.0
H357,碧海藍天(H357),Closer,0,6,0,30.5,0.0,0.0
H366,知道長勝(H366),Midpack,0,6,1,27.78,0.0,16.67
H386,同寶寶(H386),Closer,0,6,3,9.25,0.0,50.0
H402,帥炸(H402),Frontrunner,0,6,0,13.72,0.0,0.0
H404,加州代表(H404),Closer,0,6,0,29.83,0.0,0.0
H430,城中勇士(H430),Frontrunner,0,6,3,8.32,0.0,50.0
H455,花果猴王(H455),Closer,0,6,0,25.5,0.0,0.0
H456,川河動駒(H456),Frontrunner,0,6,2,7.58,0.0,33.33
J027,風雲武士(J027),Closer,0,6,0,20.67,0.0,0.0
J056,隼閣(J056),Closer,0,6,0,21.35,0.0,0.0
J071,超強六十(J071),Closer,0,6,1,12.98,0.0,16.67
J096,水龍頭(J096),Closer,0,6,1,22.33,0.0,16.67
J105,客家之光(J105),Midpack,0,6,2,6.02,0.0,33.33
J111,傳承者(J111),Midpack,0,6,1,22.27,0.0,16.67
J115,快樂老撾(J115),Midpack,0,6,2,7.28,0.0,33.33
J150,星火燎原(J150),Closer,0,6,2,9.85,0.0,33.33
J155,好精神(J155),Closer,0,6,1,13.18,0.0,16.67
J157,熾烈神駒(J157),Closer,0,6,1,22.8,0.0,16.67
J163,自由奔騰(J163),Closer,0,6,0,79.83,0.0,0.0
J176,怡昌奇兵(J176),Closer,0,6,2,27.65,0.0,33.33
J184,超勁火力(J184),Closer,0,6,0,26.3,0.0,0.0
J185,同祥和順(J185),Midpack,0,6,3,9.08,0.0,50.0
J186,星際快車(J186),Midpack,0,6,2,11.42,0.0,33.33
J213,君智盛(J213),Frontrunner,0,6,1,14.4,0.0,16.67
J222,快樂高球(J222),Frontrunner,0,6,2,6.27,0.0,33.33
J226,利衍天下(J226),Closer,0,6,2,43.33,0.0,33.33
J249,壯志凌雲(J249),Midpack,0,6,1,32.6,0.0,16.67
J250,勝得福(J250),Closer,0,6,1,72.83,0.0,16.67
J268,整蠱專家(J268),Closer,0,6,0,59.0,0.0,0.0
J305,領航財子(J305),Closer,0,6,0,62.0,0.0,0.0
J315,文明福星(J315),Closer,0,6,0,56.47,0.0,0.0
J319,輕鬆大少(J319),Closer,0,6,0,117.83,0.0,0.0
J320,河好運(J320),Closer,0,6,2,4.32,0.0,33.33
J328,飛越星空(J328),Midpack,0,6,0,48.0,0.0,0.0
J332,電訊驕陽(J332),Closer,0,6,0,44.07,0.0,0.0
J346,快活英雄(J346),Closer,0,6,3,15.62,0.0,50.0
J368,駿馬之星(J368),Closer,0,6,1,27.67,0.0,16.67
J375,銳高(J375),Frontrunner,0,6,1,34.97,0.0,16.67
J376,吉祥寶(J376),Closer,0,6,0,152.17,0.0,0.0
J396,富國兄弟(J396),Midpack,0,6,2,11.4,0.0,33.33
J398,金駒永騰(J398),Closer,0,6,0,46.67,0.0,0.0
J401,競駿非凡(J401),Closer,0,6,4,10.47,0.0,66.67
J405,展雄威(J405),Midpack,0,6,2,17.48,0.0,33.33
J446,將義(J446),Closer,0,6,1,32.23,0.0,16.67
J448,藍爵爺(J448),Closer,0,6,1,28.83,0.0,16.67
J456,祥龍駒(J456),Closer,0,6,1,14.47,0.0,16.67
J456,祥龍駒(J456),Midpack,0,6,1,17.75,0.0,16.67
J479,鼓浪高升(J479),Closer,0,6,1,15.28,0.0,16.67
J480,星之願(J480),Closer,0,6,1,45.0,0.0,16.67
J490,天外迎天(J490),Closer,0,6,2,25.27,0.0,33.33
J495,健而快(J495),Closer,0,6,0,54.0,0.0,0.0
J505,宸居武士(J505),Closer,0,6,0,117.83,0.0,0.0
J510,午夜快車(J510),Closer,0,6,0,58.33,0.0,0.0
J529,耀昌勝世(J529),Closer,0,6,0,132.5,0.0,0.0
J530,朗日自強(J530),Midpack,0,6,0,65.5,0.0,0.0
J537,友愛心得(J537),Midpack,0,6,2,7.65,0.0,33.33
J542,巧眼光(J542),Closer,0,6,2,9.88,0.0,33.33
J545,快樂寶寶(J545),Closer,0,6,1,92.88,0.0,16.67
J551,球皇(J551),Closer,0,6,0,115.0,0.0,0.0
K009,瑞祺威楓(K009),Closer,0,6,1,75.0,0.0,16.67
K033,安都(K033),Closer,0,6,0,18.28,0.0,0.0
K059,悠悠乾坤(K059),Closer,0,6,0,135.33,0.0,0.0
K073,幸運福星(K073),Frontrunner,0,6,0,27.83,0.0,0.0
K095,綠色巨人(K095),Closer,0,6,0,16.23,0.0,0.0
K097,錶之極光(K097),Midpack,0,6,2,22.7,0.0,33.33
K110,肥仔精神(K110),Midpack,0,6,0,18.53,0.0,0.0
K175,飛來閃耀(K175),Closer,0,6,2,20.8,0.0,33.33
K190,凱明神駒(K190),Closer,0,6,0,90.83,0.0,0.0
K193,艾彼奧(K193),Closer,0,6,0,102.33,0.0,0.0
K230,海洋帝君(K230),Closer,0,6,0,149.67,0.0,0.0
K351,勁步速(K351),Closer,0,6,0,84.17,0.0,0.0
K382,榮利雙收(K382),Closer,0,6,0,72.5,0.0,0.0
H216,鈦易搵(H216),Midpack,3,5,3,7.02,60.0,60.0
H323,耀寶駒(H323),Midpack,3,5,4,7.1,60.0,80.0
K076,膨才(K076),Closer,3,5,4,3.14,60.0,80.0
K168,笑傲江湖(K168),Midpack,3,5,3,7.4,60.0,60.0
E356,幸運有您(E356),Midpack,2,5,2,30.98,40.0,40.0
E490,金發盛世(E490),Frontrunner,2,5,2,22.98,40.0,40.0
G150,都靈勇士(G150),Closer,2,5,2,18.4,40.0,40.0
G307,大力猴王(G307),Midpack,2,5,2,11.98,40.0,40.0
G437,喜報圍家(G437),Closer,2,5,2,7.86,40.0,40.0
H207,紅海勁(H207),Midpack,2,5,3,8.88,40.0,60.0
H292,木火龍駒(H292),Frontrunner,2,5,3,19.06,40.0,60.0
J071,超強六十(J071),Midpack,2,5,4,11.7,40.0,80.0
J161,信心星(J161),Frontrunner,2,5,3,5.12,40.0,60.0
J284,包裝猛將(J284),Frontrunner,2,5,2,5.06,40.0,40.0
J358,舉步生風(J358),Closer,2,5,3,3.1,40.0,60.0
J389,金主(J389),Closer,2,5,3,15.66,40.0,60.0
J431,馬力(J431),Closer,2,5,2,5.28,40.0,40.0
J489,凱旋升(J489),Frontrunner,2,5,3,10.82,40.0,60.0
K130,光年魅力(K130),Closer,2,5,3,4.1,40.0,60.0
K298,一定超(K298),Closer,2,5,4,4.38,40.0,80.0
A164,贏科超影(A164),Closer,1,5,3,9.8,20.0,60.0
E392,狀元及第(E392),Midpack,1,5,2,33.08,20.0,40.0
E467,東方飛影(E467),Frontrunner,1,5,4,12.34,20.0,80.0
E472,久久為攻(E472),Midpack,1,5,2,36.44,20.0,40.0
G123,縱橫天下(G123),Midpack,1,5,1,17.22,20.0,20.0
G189,飛馬將軍(G189),Midpack,1,5,1,18.8,20.0,20.0
G203,辣得駕勢(G203),Frontrunner,1,5,2,11.2,20.0,40.0
G227,一先生(G227),Midpack,1,5,2,35.56,20.0,40.0
G230,佳福駒(G230),Midpack,1,5,1,57.4,20.0,20.0
G303,發財秘笈(G303),Closer,1,5,1,26.2,20.0,20.0
G306,瑪瑙(G306),Midpack,1,5,1,39.08,20.0,20.0
G374,健康之星(G374),Closer,1,5,1,58.6,20.0,20.0
G451,加州得力(G451),Midpack,1,5,1,8.64,20.0,20.0
H041,時尚歡欣(H041),Midpack,1,5,1,10.44,20.0,20.0
H095,龍城強將(H095),Midpack,1,5,2,12.06,20.0,40.0
H134,精益大師(H134),Midpack,1,5,3,5.14,20.0,60.0
H162,撼天鐵翼(H162),Closer,1,5,2,14.98,20.0,40.0
H165,都靈福星(H165),Midpack,1,5,2,14.0,20.0,40.0
H175,潮州精神(H175),Midpack,1,5,1,17.62,20.0,20.0
H196,上市魅力(H196),Midpack,1,5,2,4.82,20.0,40.0
H223,四季醒(H223),Midpack,1,5,2,14.34,20.0,40.0
H234,大利好運(H234),Midpack,1,5,2,9.66,20.0,40.0
H242,金匯昇昇(H242),Closer,1,5,1,33.94,20.0,20.0
H276,一支箭(H276),Frontrunner,1,5,3,7.2,20.0,60.0
H278,你知我得(H278),Frontrunner,1,5,2,15.28,20.0,40.0
H308,實現夢想(H308),Closer,1,5,1,29.96,20.0,20.0
H324,大千氣象(H324),Closer,1,5,1,37.08,20.0,20.0
H332,極速之子(H332),Midpack,1,5,2,16.04,20.0,40.0
H337,自強不息(H337),Frontrunner,1,5,2,13.78,20.0,40.0
H373,光輝所願(H373),Frontrunner,1,5,4,9.72,20.0,80.0
H394,糖不甩(H394),Closer,1,5,1,15.82,20.0,20.0
H450,勁大威猛(H450),Midpack,1,5,1,13.02,20.0,20.0
H451,開心勇駒(H451),Frontrunner,1,5,1,25.8,20.0,20.0
H472,江南勇士(H472),Midpack,1,5,2,15.94,20.0,40.0
H483,手錶之星(H483),Midpack,1,5,4,8.68,20.0,80.0
J042,中環精英(J042),Frontrunner,1,5,5,12.94,20.0,100.0
J092,仁心星(J092),Frontrunner,1,5,2,8.6,20.0,40.0
J118,新力好(J118),Closer,1,5,1,6.7,20.0,20.0
J142,開心寶寶(J142),Midpack,1,5,3,4.26,20.0,60.0
J162,神駒馬靈(J162),Midpack,1,5,4,3.7,20.0,80.0
J164,時尚風趣(J164),Midpack,1,5,3,8.46,20.0,60.0
J185,同祥和順(J185),Frontrunner,1,5,4,6.56,20.0,80.0
J188,駿奕快車(J188),Midpack,1,5,2,8.92,20.0,40.0
J195,競駿輝煌(J195),Closer,1,5,2,6.4,20.0,40.0
J209,都靈星球(J209),Frontrunner,1,5,1,19.48,20.0,20.0
J238,銀河勇士(J238),Frontrunner,1,5,2,30.08,20.0,40.0
J239,勁先生(J239),Midpack,1,5,2,4.56,20.0,40.0
J278,皇仁歡星(J278),Closer,1,5,2,10.58,20.0,40.0
J279,皇龍飛將(J279),Closer,1,5,3,5.62,20.0,60.0
J295,會長之寶(J295),Closer,1,5,2,64.6,20.0,40.0
J315,文明福星(J315),Midpack,1,5,2,6.44,20.0,40.0
J402,金牌活力(J402),Closer,1,5,2,42.78,20.0,40.0
J423,瑤瑤日上(J423),Frontrunner,1,5,1,23.96,20.0,20.0
J442,八仟財陞(J442),Closer,1,5,1,24.22,20.0,20.0
J443,至尊高超(J443),Frontrunner,1,5,5,4.98,20.0,100.0
J481,喜尊龍(J481),Closer,1,5,2,21.1,20.0,40.0
J494,領航天子(J494),Closer,1,5,1,38.24,20.0,20.0
J504,飈誌(J504),Frontrunner,1,5,1,9.78,20.0,20.0
J506,綫路盈樂(J506),Frontrunner,1,5,4,4.98,20.0,80.0
J519,好節拍(J519),Closer,1,5,2,65.24,20.0,40.0
K005,不同世界(K005),Midpack,1,5,2,17.36,20.0,40.0
K085,包裝創新(K085),Midpack,1,5,3,28.14,20.0,60.0
K125,富心星(K125),Frontrunner,1,5,1,37.0,20.0,20.0
K252,安可(K252),Closer,1,5,2,14.12,20.0,40.0
C460,木火同明(C460),Midpack,0,5,0,37.4,0.0,0.0
D033,喜駿之星(D033),Frontrunner,0,5,0,18.66,0.0,0.0
D258,進優自在(D258),Frontrunner,0,5,2,6.58,0.0,40.0
D435,健康愉快(D435),Frontrunner,0,5,2,42.4,0.0,40.0
E249,觔斗雲(E249),Midpack,0,5,1,44.6,0.0,20.0
E306,常拼常勇(E306),Closer,0,5,1,41.8,0.0,20.0
E346,旌鷹(E346),Closer,0,5,1,23.92,0.0,20.0
E369,怪獸奇兵(E369),Midpack,0,5,1,15.9,0.0,20.0
E445,大紅袍(E445),Frontrunner,0,5,0,39.0,0.0,0.0
E461,又龍串鳳(E461),Midpack,0,5,1,24.18,0.0,20.0
E467,東方飛影(E467),Closer,0,5,0,25.02,0.0,0.0
G012,心想事成(G012),Frontrunner,0,5,0,29.4,0.0,0.0
G029,慶萬家(G029),Closer,0,5,1,23.2,0.0,20.0
G057,美麗在線(G057),Closer,0,5,1,44.6,0.0,20.0
G061,伊臣(G061),Closer,0,5,1,14.4,0.0,20.0
G061,伊臣(G061),Midpack,0,5,2,12.5,0.0,40.0
G063,鑽石寶寶(G063),Frontrunner,0,5,1,37.3,0.0,20.0
G109,日新月著(G109),Closer,0,5,0,30.0,0.0,0.0
G119,仁仁之寶(G119),Closer,0,5,0,39.0,0.0,0.0
G129,無敵精英(G129),Midpack,0,5,1,5.32,0.0,20.0
G227,一先生(G227),Closer,0,5,0,41.4,0.0,0.0
G236,安遇(G236),Closer,0,5,0,68.6,0.0,0.0
G244,樂加福(G244),Midpack,0,5,0,15.44,0.0,0.0
G250,飛躍凱旋(G250),Closer,0,5,0,27.7,0.0,0.0
G313,領頭先駒(G313),Closer,0,5,0,15.0,0.0,0.0
G315,福國寶(G315),Frontrunner,0,5,0,58.0,0.0,0.0
G328,砂漿金剛(G328),Closer,0,5,0,16.6,0.0,0.0
G352,謙謙君子(G352),Midpack,0,5,2,10.28,0.0,40.0
G371,當年情(G371),Closer,0,5,1,59.4,0.0,20.0
G384,世界籐王(G384),Closer,0,5,1,24.0,0.0,20.0
G404,維港智能(G404),Frontrunner,0,5,0,60.6,0.0,0.0
G416,萬事快(G416),Closer,0,5,0,20.16,0.0,0.0
G429,電路十號(G429),Closer,0,5,1,23.52,0.0,20.0
G458,小刺蛋(G458),Midpack,0,5,0,30.0,0.0,0.0
H018,鼓浪飛凡(H018),Closer,0,5,1,54.6,0.0,20.0
H061,開心馬(H061),Frontrunner,0,5,1,10.72,0.0,20.0
H108,伶俐驫駒(H108),Midpack,0,5,1,7.42,0.0,20.0
H113,亞機拉(H113),Midpack,0,5,0,32.0,0.0,0.0
H116,大學生(H116),Frontrunner,0,5,1,17.16,0.0,20.0
H141,怡勁力(H141),Closer,0,5,0,67.76,0.0,0.0
H141,怡勁力(H141),Midpack,0,5,0,36.74,0.0,0.0
H147,加非凡(H147),Closer,0,5,3,25.4,0.0,60.0
H151,電子宇宙(H151),Midpack,0,5,0,29.86,0.0,0.0
H156,宇宙動力(H156),Frontrunner,0,5,3,29.36,0.0,60.0
H159,金運來(H159),Midpack,0,5,2,17.2,0.0,40.0
H164,神虎龍駒(H164),Midpack,0,5,2,14.74,0.0,40.0
H169,嘉應威風(H169),Midpack,0,5,0,28.8,0.0,0.0
H196,上市魅力(H196),Frontrunner,0,5,2,9.96,0.0,40.0
H208,萬眾開心(H208),Frontrunner,0,5,0,24.22,0.0,0.0
H208,萬眾開心(H208),Midpack,0,5,2,14.04,0.0,40.0
H233,北海盜(H233),Midpack,0,5,3,18.88,0.0,60.0
H242,金匯昇昇(H242),Midpack,0,5,2,6.86,0.0,40.0
H257,九五赤兔(H257),Frontrunner,0,5,0,51.4,0.0,0.0
H273,至旺財(H273),Closer,0,5,1,57.4,0.0,20.0
H297,快樂奇兵(H297),Closer,0,5,1,19.52,0.0,20.0
H301,賢者無敵(H301),Midpack,0,5,1,50.84,0.0,20.0
H331,賞豐泰(H331),Closer,0,5,0,36.4,0.0,0.0
H385,發光發亮(H385),Closer,0,5,1,101.8,0.0,20.0
H397,劍山鋒(H397),Closer,0,5,0,40.4,0.0,0.0
H403,時間寶(H403),Frontrunner,0,5,1,8.62,0.0,20.0
H403,時間寶(H403),Midpack,0,5,0,12.04,0.0,0.0
H407,勝多多(H407),Closer,0,5,2,31.02,0.0,40.0
H419,威威父子(H419),Midpack,0,5,3,6.58,0.0,60.0
H420,銀皇興標(H420),Closer,0,5,0,37.6,0.0,0.0
H425,勇晉當銳(H425),Closer,0,5,0,28.16,0.0,0.0
H426,欣樂人生(H426),Frontrunner,0,5,2,8.38,0.0,40.0
H430,城中勇士(H430),Closer,0,5,2,11.54,0.0,40.0
H452,安騁(H452),Midpack,0,5,1,11.94,0.0,20.0
H460,酷霸王(H460),Closer,0,5,1,16.9,0.0,20.0
H465,全神貫注(H465),Midpack,0,5,0,20.18,0.0,0.0
H471,永勝金駒(H471),Closer,0,5,0,14.1,0.0,0.0
H477,誠好運(H477),Closer,0,5,0,32.84,0.0,0.0
H487,綫路光驊(H487),Midpack,0,5,3,25.36,0.0,60.0
J003,勁爽(J003),Midpack,0,5,0,58.4,0.0,0.0
J004,金獅勝將(J004),Midpack,0,5,1,8.0,0.0,20.0
J005,凱旋七福(J005),Midpack,0,5,2,22.0,0.0,40.0
J028,專家(J028),Midpack,0,5,1,40.6,0.0,20.0
J040,極速贏(J040),Midpack,0,5,2,6.38,0.0,40.0
J043,銀刺勇士(J043),Midpack,0,5,1,28.72,0.0,20.0
J057,威力勇驥(J057),Closer,0,5,1,16.6,0.0,20.0
J079,爆笑(J079),Midpack,0,5,2,19.72,0.0,40.0
J108,挺秀騰飛(J108),Closer,0,5,0,74.8,0.0,0.0
J112,英雄本色(J112),Midpack,0,5,0,85.4,0.0,0.0
J128,新躍飛(J128),Closer,0,5,0,107.0,0.0,0.0
J134,太陽昇(J134),Midpack,0,5,1,69.4,0.0,20.0
J137,本領非凡(J137),Closer,0,5,0,14.04,0.0,0.0
J141,昇瀧駒(J141),Closer,0,5,0,40.06,0.0,0.0
J141,昇瀧駒(J141),Midpack,0,5,2,10.8,0.0,40.0
J143,日馳千里(J143),Midpack,0,5,0,17.32,0.0,0.0
J161,信心星(J161),Closer,0,5,1,14.86,0.0,20.0
J169,無極勇將(J169),Midpack,0,5,1,13.52,0.0,20.0
J171,陽光寶貝(J171),Midpack,0,5,0,32.38,0.0,0.0
J174,美神來(J174),Closer,0,5,1,32.4,0.0,20.0
J174,美神來(J174),Midpack,0,5,0,15.62,0.0,0.0
J183,風起雲湧(J183),Midpack,0,5,2,9.68,0.0,40.0
J184,超勁火力(J184),Midpack,0,5,0,11.14,0.0,0.0
J188,駿奕快車(J188),Frontrunner,0,5,0,6.5,0.0,0.0
J211,裕達寶駒(J211),Frontrunner,0,5,0,81.6,0.0,0.0
J221,千里如飛(J221),Frontrunner,0,5,0,49.8,0.0,0.0
J233,魯班精神(J233),Midpack,0,5,3,6.2,0.0,60.0
J241,燈胆皇(J241),Midpack,0,5,0,40.0,0.0,0.0
J272,元朗精英(J272),Closer,0,5,1,4.88,0.0,20.0
J275,鑽石星空(J275),Midpack,0,5,1,5.18,0.0,20.0
J276,納百川(J276),Midpack,0,5,1,6.74,0.0,20.0
J288,翠湖烈風(J288),Closer,0,5,2,12.38,0.0,40.0
J292,福祐神州(J292),Closer,0,5,1,84.6,0.0,20.0
J308,洛河(J308),Midpack,0,5,1,10.18,0.0,20.0
J309,東方寶寶(J309),Closer,0,5,0,51.8,0.0,0.0
J309,東方寶寶(J309),Midpack,0,5,2,38.2,0.0,40.0
J326,盈利寶馬(J326),Closer,0,5,0,96.0,0.0,0.0
J371,風雲(J371),Closer,0,5,0,52.14,0.0,0.0
J377,妙算奇勝(J377),Closer,0,5,2,10.56,0.0,40.0
J384,勁進駒(J384),Closer,0,5,1,31.0,0.0,20.0
J394,馬上盈(J394),Frontrunner,0,5,1,68.2,0.0,20.0
J402,金牌活力(J402),Midpack,0,5,2,23.92,0.0,40.0
J406,飛黃(J406),Closer,0,5,1,16.46,0.0,20.0
J406,飛黃(J406),Midpack,0,5,1,28.48,0.0,20.0
J407,大眾經典(J407),Closer,0,5,0,35.36,0.0,0.0
J423,瑤瑤日上(J423),Closer,0,5,2,29.74,0.0,40.0
J430,辰速密碼(J430),Midpack,0,5,0,28.24,0.0,0.0
J432,綠色好景(J432),Closer,0,5,2,17.54,0.0,40.0
J447,彭玥(J447),Frontrunner,0,5,0,32.68,0.0,0.0
J452,步風雷(J452),Closer,0,5,1,64.1,0.0,20.0
J463,禾道威(J463),Closer,0,5,1,13.96,0.0,20.0
J486,超加加(J486),Closer,0,5,2,15.4,0.0,40.0
J490,天外迎天(J490),Midpack,0,5,2,7.68,0.0,40.0
J509,祥勝將軍(J509),Closer,0,5,0,99.8,0.0,0.0
J532,銀亮濠俠(J532),Closer,0,5,0,87.2,0.0,0.0
J538,常多笑(J538),Closer,0,5,0,167.8,0.0,0.0
J540,樂勝天下(J540),Midpack,0,5,4,10.56,0.0,80.0
J549,魔法豆(J549),Closer,0,5,0,136.8,0.0,0.0
J550,嫡愛好(J550),Closer,0,5,1,12.72,0.0,20.0
K010,連連幸運(K010),Closer,0,5,2,34.46,0.0,40.0
K015,南莊堡(K015),Closer,0,5,0,59.6,0.0,0.0
K024,拚搏(K024),Closer,0,5,0,113.8,0.0,0.0
K046,超越夢想(K046),Closer,0,5,1,34.6,0.0,20.0
K050,心福(K050),Closer,0,5,0,82.4,0.0,0.0
K053,魅力心(K053),Midpack,0,5,0,67.8,0.0,0.0
K055,綻放的心(K055),Closer,0,5,0,104.2,0.0,0.0
K057,銀亮奔騰(K057),Closer,0,5,1,8.78,0.0,20.0
K058,實力加(K058),Closer,0,5,1,48.18,0.0,20.0
K062,本領輝煌(K062),Closer,0,5,4,7.28,0.0,80.0
K072,銳義(K072),Closer,0,5,0,188.8,0.0,0.0
K096,鬥志波(K096),Frontrunner,0,5,0,60.6,0.0,0.0
K101,觀萬物(K101),Closer,0,5,0,40.0,0.0,0.0
K138,志醒大將(K138),Closer,0,5,0,133.0,0.0,0.0
K154,關鍵所在(K154),Closer,0,5,0,85.0,0.0,0.0
K162,佳登(K162),Closer,0,5,0,144.2,0.0,0.0
K189,首駿(K189),Closer,0,5,1,42.64,0.0,20.0
K192,大回報(K192),Closer,0,5,0,161.0,0.0,0.0
K203,龍城精將(K203),Closer,0,5,2,20.84,0.0,40.0
K260,超開心(K260),Closer,0,5,0,61.4,0.0,0.0
K264,廚神(K264),Closer,0,5,0,87.6,0.0,0.0
K267,赤霞(K267),Closer,0,5,0,174.4,0.0,0.0
K306,堅多福(K306),Closer,0,5,0,154.4,0.0,0.0
E436,遨遊氣泡(E436),Frontrunner,3,4,4,2.38,75.0,100.0
H281,美麗緣分(H281),Closer,3,4,4,6.02,75.0,100.0
J517,康樂高球(J517),Midpack,3,4,4,13.2,75.0,100.0
G268,勇敢巨星(G268),Midpack,2,4,2,44.02,50.0,50.0
